Node,forT,P,Q
23180042,90,0.0000000000,0.0000000000
23180042,91,0.0000000000,0.0000000000
23180042,92,0.0000000000,0.0000000000
23180043,89,-0.0472940147,-0.0149969841
23180043,90,-0.0463713557,-0.0146937207
23180043,91,-0.0454486966,-0.0143904573
23180043,92,-0.0445260375,-0.0140871940
23180044,89,0.0000000000,0.0000000000
23180044,90,0.0000000000,0.0000000000
23180044,91,0.0000000000,0.0000000000
23180044,92,0.0000000000,0.0000000000
23180045,89,0.0000000000,0.0000000000
23180045,90,0.0000000000,0.0000000000
23180045,91,0.0000000000,0.0000000000
23180045,92,0.0000000000,0.0000000000
23180046,89,-0.0270304813,-0.0074984920
23180046,90,-0.0265721653,-0.0073468604
23180046,91,-0.0261142972,-0.0071952287
23180046,92,-0.0256568066,-0.0070435970
23180047,89,-0.0001659847,0.0000000000
23180047,90,0.0000000000,0.0000000000
23180047,91,0.0000000000,0.0000000000
23180047,92,0.0000000000,0.0000000000
23180048,89,0.0000000000,0.0000000000
23180048,90,0.0000000000,0.0000000000
23180048,91,0.0000000000,0.0000000000
23180048,92,0.0000000000,0.0000000000
23180049,89,0.0000000000,0.0000000000
23180049,90,0.0000000000,0.0000000000
23180049,91,0.0000000000,0.0000000000
23180049,92,0.0000000000,0.0000000000
23180050,89,-0.0685394928,-0.0224954761
23180050,90,-0.0672230182,-0.0220405811
23180050,91,-0.0656730449,-0.0215856860
23180050,92,-0.0642890563,-0.0211307909
23180051,89,0.0000000000,0.0000000000
23180051,90,0.0000000000,0.0000000000
23180051,91,0.0000000000,0.0000000000
23180051,92,0.0000000000,0.0000000000
23180052,89,-0.6165751962,-0.2024592849
23180052,90,-0.6036117722,-0.1983652295
23180052,91,-0.5912751222,-0.1942711740
23180052,92,-0.5789748528,-0.1901771185
23180053,89,-0.0230136740,-0.0074984920
23180053,90,-0.0229256778,-0.0073468604
23180053,91,-0.0224510150,-0.0071952287
23180053,92,-0.0216963521,-0.0070435970
23180054,89,-0.0702747758,-0.0015000000
23180054,90,-0.0703105811,-0.0015000000
23180054,91,-0.0703514632,-0.0015000000
23180054,92,-0.0837733795,-0.0015000000
23180055,89,-22.8427398625,-6.8986217200
23180055,90,-22.4031261412,-6.7600303607
23180055,91,-21.9777273643,-6.6214390014
23180055,92,-21.8182074839,-6.4828476422
23190000,89,-0.0003626938,0.0000000000
23190000,90,-0.0081528180,0.0000000000
23190000,91,-0.0204534834,0.0000000000
23190000,92,-0.0192308578,0.0000000000
23190001,89,-0.0142030539,-0.0029876804
23190001,90,-0.0140207227,-0.0029272647
23190001,91,-0.0138386217,-0.0028668489
23190001,92,-0.0204763602,-0.0028064332
23190002,89,-0.0064198822,-0.0019917869
23190002,90,-0.0059373415,-0.0019515098
23190002,91,-0.0058148009,-0.0019112326
23190002,92,-0.0056922602,-0.0018709554
23190003,89,-0.0030299411,-0.0009958935
23190003,90,-0.0029686708,-0.0009757549
23190003,91,-0.0029074004,-0.0009556163
23190003,92,-0.0028461301,-0.0009354777
23190004,89,-0.0036372591,-0.0009958935
23190004,90,-0.0031180041,-0.0009757549
23190004,91,-0.0029074004,-0.0009556163
23190004,92,-0.0028461301,-0.0009354777
23190005,89,-0.0097985183,0.0000000000
23190005,90,-0.0098055393,0.0000000000
23190005,91,-0.0098135782,0.0000000000
23190005,92,-0.0098224746,0.0000000000
23190006,89,0.0000000000,0.0000000000
23190006,90,0.0000000000,0.0000000000
23190006,91,0.0000000000,0.0000000000
23190006,92,0.0000000000,0.0000000000
23190007,89,-0.0121197643,-0.0039835739
23190007,90,-0.0118746830,-0.0039030196
23190007,91,-0.0116296017,-0.0038224652
23190007,92,-0.0113845204,-0.0037419109
23190008,89,-0.0212694105,-0.0034917869
23190008,90,-0.0211507981,-0.0034515098
23190008,91,-0.0210327739,-0.0034112326
23190008,92,-0.0209152491,-0.0033709554
23190009,89,0.3043099077,0.0000000000
23190009,90,0.4507372330,0.0000000000
23190009,91,0.4382040811,0.0000000000
23190009,92,0.4256709368,0.0000000000
23190010,89,0.0000000000,0.0000000000
23190010,90,0.0000000000,0.0000000000
23190010,91,0.0000000000,0.0000000000
23190010,92,0.0000000000,0.0000000000
23190011,89,-0.0118251679,0.0000000000
23190011,90,-0.0118338275,0.0000000000
23190011,91,-0.0118437167,0.0000000000
23190011,92,-0.0118546366,0.0000000000
23190012,89,1.2446406803,-0.0009958935
23190012,90,1.8450539846,-0.0009757549
23190012,91,1.7937293319,-0.0009556163
23190012,92,1.7424047106,-0.0009354777
23190013,89,0.0000000000,0.0000000000
23190013,90,0.0000000000,0.0000000000
23190013,91,0.0000000000,0.0000000000
23190013,92,0.0000000000,0.0000000000
23190014,89,-0.0030299411,-0.0009958935
23190014,90,-0.0029686708,-0.0009757549
23190014,91,-0.0029074004,-0.0009556163
23190014,92,-0.0028461301,-0.0009354777
23190015,89,-0.0121197643,-0.0039835739
23190015,90,-0.0118746830,-0.0039030196
23190015,91,-0.0116296017,-0.0038224652
23190015,92,-0.0113845204,-0.0037419109
23190016,89,-0.0130364913,-0.0029876804
23190016,90,-0.0128557885,-0.0029272647
23190016,91,-0.0126755088,-0.0028668489
23190016,92,-0.0124955771,-0.0028064332
23190017,89,1.2476706214,0.0000000000
23190017,90,1.8480226553,0.0000000000
23190017,91,1.7966367324,0.0000000000
23190017,92,1.7452508407,0.0000000000
23190018,89,0.3043099077,0.0000000000
23190018,90,0.4507372330,0.0000000000
23190018,91,0.4382040811,0.0000000000
23190018,92,0.4256709368,0.0000000000
23190019,89,-0.0067799411,-0.0009958935
23190019,90,-0.0067186708,-0.0009757549
23190019,91,-0.0066574004,-0.0009556163
23190019,92,-0.0065961301,-0.0009354777
23190020,89,0.0000000000,0.0000000000
23190020,90,0.0000000000,0.0000000000
23190020,91,0.0000000000,0.0000000000
23190020,92,0.0000000000,0.0000000000
23190021,89,0.0000000000,0.0000000000
23190021,90,0.0000000000,0.0000000000
23190021,91,0.0000000000,0.0000000000
23190021,92,0.0000000000,0.0000000000
23190022,89,-0.0030299411,-0.0009958935
23190022,90,-0.0029686708,-0.0009757549
23190022,91,-0.0029074004,-0.0009556163
23190022,92,-0.0028461301,-0.0009354777
23190023,89,-0.0086786877,-0.0009958935
23190023,90,-0.0086220076,-0.0009757549
23190023,91,-0.0085659011,-0.0009556163
23190023,92,-0.0085102616,-0.0009354777
23190024,89,-0.0030299411,-0.0009958935
23190024,90,-0.0029686708,-0.0009757549
23190024,91,-0.0029074004,-0.0009556163
23190024,92,-0.0028461301,-0.0009354777
23190025,89,-0.0030299411,-0.0009958935
23190025,90,-0.0029686708,-0.0009757549
23190025,91,-0.0029074004,-0.0009556163
23190025,92,-0.0028461301,-0.0009354777
23190026,89,-0.0034559411,-0.0009958935
23190026,90,-0.0034100041,-0.0009757549
23190026,91,-0.0030567338,-0.0009556163
23190026,92,-0.0028461301,-0.0009354777
23190027,89,0.0000000000,0.0000000000
23190027,90,0.0000000000,0.0000000000
23190027,91,0.0000000000,0.0000000000
23190027,92,0.0000000000,0.0000000000
23190028,89,-0.0033333333,0.0000000000
23190028,90,-0.0033333333,0.0000000000
23190028,91,-0.0033333333,0.0000000000
23190028,92,-0.0098904762,0.0000000000
23190029,89,0.0000000000,0.0000000000
23190029,90,0.0000000000,0.0000000000
23190029,91,0.0000000000,0.0000000000
23190029,92,0.0000000000,0.0000000000
23190030,89,-0.0094502090,-0.0009958935
23190030,90,-0.0093938333,-0.0009757549
23190030,91,-0.0093381400,-0.0009556163
23190030,92,-0.0092830122,-0.0009354777
23190031,89,-0.0133782290,-0.0009958935
23190031,90,-0.0133194702,-0.0009757549
23190031,91,-0.0132671330,-0.0009556163
23190031,92,-0.0132156994,-0.0009354777
23190032,89,0.0000000000,0.0000000000
23190032,90,0.0000000000,0.0000000000
23190032,91,0.0000000000,0.0000000000
23190032,92,0.0000000000,0.0000000000
23190033,89,0.0000000000,0.0000000000
23190033,90,0.0000000000,0.0000000000
23190033,91,0.0000000000,0.0000000000
23190033,92,0.0000000000,0.0000000000
23190034,89,0.0000000000,0.0000000000
23190034,90,0.0000000000,0.0000000000
23190034,91,0.0000000000,0.0000000000
23190034,92,0.0000000000,0.0000000000
23190035,89,0.0000000000,0.0000000000
23190035,90,0.0000000000,0.0000000000
23190035,91,0.0000000000,0.0000000000
23190035,92,0.0000000000,0.0000000000
23190036,89,-0.0030299411,-0.0009958935
23190036,90,-0.0029686708,-0.0009757549
23190036,91,-0.0029074004,-0.0009556163
23190036,92,-0.0028461301,-0.0009354777
23190037,89,0.5716636238,-0.0293850173
23190037,90,0.9261664716,-0.0288211369
23190037,91,0.8989618420,-0.0282572566
23190037,92,0.8517710771,-0.0276933763
23190038,89,0.0000000000,0.0000000000
23190038,90,0.0000000000,0.0000000000
23190038,91,0.0000000000,0.0000000000
23190038,92,0.0000000000,0.0000000000
23190039,89,-0.0030299411,-0.0009958935
23190039,90,-0.0029686708,-0.0009757549
23190039,91,-0.0029074004,-0.0009556163
23190039,92,-0.0028461301,-0.0009354777
23190040,89,-0.0060598822,-0.0019917869
23190040,90,-0.0059373415,-0.0019515098
23190040,91,-0.0058148009,-0.0019112326
23190040,92,-0.0056922602,-0.0018709554
23190041,89,0.0000000000,0.0000000000
23190041,90,0.0000000000,0.0000000000
23190041,91,0.0000000000,0.0000000000
23190041,92,0.0000000000,0.0000000000
23190042,89,-0.0030299411,-0.0009958935
23190042,90,-0.0029686708,-0.0009757549
23190042,91,-0.0029074004,-0.0009556163
23190042,92,-0.0028461301,-0.0009354777
23190043,89,-0.0036032744,-0.0009958935
23190043,90,-0.0035286708,-0.0009757549
23190043,91,-0.0031740671,-0.0009556163
23190043,92,-0.0032061301,-0.0009354777
23190044,89,-0.0075799669,0.0000000000
23190044,90,-0.0075826237,0.0000000000
23190044,91,-0.0075856170,0.0000000000
23190044,92,-0.0209656737,0.0000000000
23190045,89,1.2172396306,0.0000000000
23190045,90,1.8029489320,0.0000000000
23190045,91,1.7528163242,0.0000000000
23190045,92,1.7026837470,0.0000000000
23190046,89,0.0000000000,0.0000000000
23190046,90,0.0000000000,0.0000000000
23190046,91,0.0000000000,0.0000000000
23190046,92,0.0000000000,0.0000000000
23190047,89,0.0000000000,0.0000000000
23190047,90,0.0000000000,0.0000000000
23190047,91,0.0000000000,0.0000000000
23190047,92,0.0000000000,0.0000000000
23190048,89,-0.0086432744,-0.0009958935
23190048,90,-0.0081686708,-0.0009757549
23190048,91,-0.0084807338,-0.0009556163
23190048,92,-0.0149632730,-0.0009354777
23190049,89,-0.0036954366,0.0000000000
23190049,90,-0.0036984678,0.0000000000
23190049,91,-0.0037018758,0.0000000000
23190049,92,-0.0037055901,0.0000000000
23190050,89,0.0000000000,0.0000000000
23190050,90,0.0000000000,0.0000000000
23190050,91,0.0000000000,0.0000000000
23190050,92,0.0000000000,0.0000000000
23190051,89,0.0000000000,0.0000000000
23190051,90,0.0000000000,0.0000000000
23190051,91,0.0000000000,0.0000000000
23190051,92,0.0000000000,0.0000000000
23190052,89,-0.0001113333,0.0000000000
23190052,90,0.0000000000,0.0000000000
23190052,91,0.0000000000,0.0000000000
23190052,92,0.0000000000,0.0000000000
23190053,89,-0.0001659847,0.0000000000
23190053,90,0.0000000000,0.0000000000
23190053,91,0.0000000000,0.0000000000
23190053,92,0.0000000000,0.0000000000
23190054,89,0.3651718892,0.0000000000
23190054,90,0.5408846796,0.0000000000
23190054,91,0.5258448973,0.0000000000
23190054,92,0.5108051241,0.0000000000
23190055,89,-0.0106815833,-0.0009958935
23190055,90,-0.0106262392,-0.0009757549
23190055,91,-0.0105717058,-0.0009556163
23190055,92,-0.0105178421,-0.0009354777
23190056,89,-0.0036906573,0.0000000000
23190056,90,-0.0036932792,0.0000000000
23190056,91,-0.0036962886,0.0000000000
23190056,92,-0.0036996256,0.0000000000
23190057,89,-0.0093932155,-0.0019917869
23190057,90,-0.0092706748,-0.0019515098
23190057,91,-0.0091481342,-0.0019112326
23190057,92,-0.0090255935,-0.0018709554
23190058,89,-0.0030299411,-0.0009958935
23190058,90,-0.0029686708,-0.0009757549
23190058,91,-0.0029074004,-0.0009556163
23190058,92,-0.0028461301,-0.0009354777
23190059,89,0.3448845620,0.0000000000
23190059,90,0.5108355307,0.0000000000
23190059,91,0.4966312919,0.0000000000
23190059,92,0.4821337283,0.0000000000
23190060,89,-0.0060598822,-0.0019917869
23190060,90,-0.0059373415,-0.0019515098
23190060,91,-0.0058148009,-0.0019112326
23190060,92,-0.0056922602,-0.0018709554
23190061,89,-0.0060598822,-0.0019917869
23190061,90,-0.0059373415,-0.0019515098
23190061,91,-0.0058148009,-0.0019112326
23190061,92,-0.0056922602,-0.0018709554
23190062,89,-0.0080294789,-0.0019917869
23190062,90,-0.0079082731,-0.0019515098
23190062,91,-0.0077872725,-0.0019112326
23190062,92,-0.0076664469,-0.0018709554
23190063,89,0.3585520070,-0.0019917869
23190063,90,0.5346806714,-0.0019515098
23190063,91,0.5196700964,-0.0019112326
23190063,92,0.5051128639,-0.0018709554
23190064,89,-0.0070287173,0.0000000000
23190064,90,-0.0070316561,0.0000000000
23190064,91,-0.0070349886,0.0000000000
23190064,92,-0.0135957870,0.0000000000
23190065,89,-0.0030299411,-0.0009958935
23190065,90,-0.0029686708,-0.0009757549
23190065,91,-0.0029074004,-0.0009556163
23190065,92,-0.0028461301,-0.0009354777
23190066,89,-0.0030299411,-0.0009958935
23190066,90,-0.0029686708,-0.0009757549
23190066,91,-0.0029074004,-0.0009556163
23190066,92,-0.0028461301,-0.0009354777
23190067,89,0.0000000000,0.0000000000
23190067,90,0.0000000000,0.0000000000
23190067,91,0.0000000000,0.0000000000
23190067,92,0.0000000000,0.0000000000
23190068,89,-0.0030299411,-0.0009958935
23190068,90,-0.0029686708,-0.0009757549
23190068,91,-0.0029074004,-0.0009556163
23190068,92,-0.0028461301,-0.0009354777
23190069,89,-0.0030299411,-0.0009958935
23190069,90,-0.0029686708,-0.0009757549
23190069,91,-0.0029074004,-0.0009556163
23190069,92,-0.0028461301,-0.0009354777
23190070,89,-0.0030299411,-0.0009958935
23190070,90,-0.0029686708,-0.0009757549
23190070,91,-0.0029074004,-0.0009556163
23190070,92,-0.0028461301,-0.0009354777
23190071,89,-0.0117691533,0.0000000000
23190071,90,-0.0117779057,0.0000000000
23190071,91,-0.0117878920,0.0000000000
23190071,92,-0.0117989085,0.0000000000
23190072,89,-0.0149836167,-0.0029876804
23190072,90,-0.0148041216,-0.0029272647
23190072,91,-0.0146252246,-0.0028668489
23190072,92,-0.0144468287,-0.0028064332
23190073,89,0.0000000000,0.0000000000
23190073,90,0.0000000000,0.0000000000
23190073,91,0.0000000000,0.0000000000
23190073,92,0.0000000000,0.0000000000
23190074,89,-0.0033899411,-0.0009958935
23190074,90,-0.0029686708,-0.0009757549
23190074,91,-0.0029074004,-0.0009556163
23190074,92,-0.0028461301,-0.0009354777
23190075,89,-0.0060598822,-0.0019917869
23190075,90,-0.0059373415,-0.0019515098
23190075,91,-0.0058148009,-0.0019112326
23190075,92,-0.0056922602,-0.0018709554
23190076,89,0.0000000000,0.0000000000
23190076,90,0.0000000000,0.0000000000
23190076,91,0.0000000000,0.0000000000
23190076,92,0.0000000000,0.0000000000
23190077,89,-0.0033899411,-0.0009958935
23190077,90,-0.0029686708,-0.0009757549
23190077,91,-0.0029074004,-0.0009556163
23190077,92,-0.0028461301,-0.0009354777
23190078,89,0.9715614693,-0.0268891238
23190078,90,1.4806705087,-0.0263453820
23190078,91,1.4389356849,-0.0258016403
23190078,92,1.3972390681,-0.0252578986
23190079,89,-0.0066332155,-0.0019917869
23190079,90,-0.0069233415,-0.0019515098
23190079,91,-0.0065228009,-0.0019112326
23190079,92,-0.0062015935,-0.0018709554
23190080,89,-0.0963517473,-0.0030000000
23190080,90,-0.0967254604,-0.0030000000
23190080,91,-0.0963730979,-0.0030000000
23190080,92,-0.0980268959,-0.0030000000
23190081,89,26.4576417869,-0.9308780435
23190081,90,42.2595263347,-0.9131158133
23190081,91,40.9817508627,-0.8953535830
23190081,92,39.4729163698,-0.8775913528
23220000,89,-0.0803934235,-0.0180139555
23220000,90,-0.0784998730,-0.0176496840
23220000,91,-0.0766237127,-0.0172854126
23220000,92,-0.0747694750,-0.0169211412
23220001,89,0.0000000000,0.0000000000
23220001,90,0.0000000000,0.0000000000
23220001,91,0.0000000000,0.0000000000
23220001,92,0.0000000000,0.0000000000
23220002,89,-0.1099725744,-0.0360279109
23220002,90,-0.1073960302,-0.0352993681
23220002,91,-0.1051794860,-0.0345708252
23220002,92,-0.1029629418,-0.0338422824
23220003,89,-0.1101859078,-0.0360279109
23220003,90,-0.1079560302,-0.0352993681
23220003,91,-0.1054461527,-0.0345708252
23220003,92,-0.1033229418,-0.0338422824
23220004,89,-0.0548062872,-0.0180139555
23220004,90,-0.0536980151,-0.0176496840
23220004,91,-0.0525897430,-0.0172854126
23220004,92,-0.0514814709,-0.0169211412
23220005,89,-0.0066666667,0.0000000000
23220005,90,-0.0066666667,0.0000000000
23220005,91,-0.0066666667,0.0000000000
23220005,92,-0.0134863095,0.0000000000
23220006,89,-0.0724910665,-0.0180139555
23220006,90,-0.0713961495,-0.0176496840
23220006,91,-0.0703030821,-0.0172854126
23220006,92,-0.0692115521,-0.0169211412
23220007,89,0.0000000000,0.0000000000
23220007,90,-0.0000517333,0.0000000000
23220007,91,-0.0000800127,0.0000000000
23220007,92,-0.0000984707,0.0000000000
23220008,89,0.0000000000,0.0000000000
23220008,90,0.0000000000,0.0000000000
23220008,91,0.0000000000,0.0000000000
23220008,92,0.0000000000,0.0000000000
23220009,89,-0.0548062872,-0.0180139555
23220009,90,-0.0536980151,-0.0176496840
23220009,91,-0.0525897430,-0.0172854126
23220009,92,-0.0514814709,-0.0169211412
23220010,89,-0.0689489124,-0.0180139555
23220010,90,-0.0674379093,-0.0176496840
23220010,91,-0.0667149978,-0.0172854126
23220010,92,-0.0656065929,-0.0169211412
23220011,89,-0.0553796206,-0.0180139555
23220011,90,-0.0542580151,-0.0176496840
23220011,91,-0.0528564097,-0.0172854126
23220011,92,-0.0518414709,-0.0169211412
23220012,89,-0.1096125744,-0.0360279109
23220012,90,-0.1073960302,-0.0352993681
23220012,91,-0.1051794860,-0.0345708252
23220012,92,-0.1029629418,-0.0338422824
23220013,89,-0.0548062872,-0.0180139555
23220013,90,-0.0536980151,-0.0176496840
23220013,91,-0.0525897430,-0.0172854126
23220013,92,-0.0514814709,-0.0169211412
23220014,89,-0.0548062872,-0.0180139555
23220014,90,-0.0537497484,-0.0176496840
23220014,91,-0.0526697557,-0.0172854126
23220014,92,-0.0515799415,-0.0169211412
23220015,89,-0.0581396206,-0.0180139555
23220015,90,-0.0570313484,-0.0176496840
23220015,91,-0.0559230763,-0.0172854126
23220015,92,-0.0616344471,-0.0169211412
23220016,89,-0.0548062872,-0.0180139555
23220016,90,-0.0536980151,-0.0176496840
23220016,91,-0.0525897430,-0.0172854126
23220016,92,-0.0514814709,-0.0169211412
23220017,89,-0.0004584707,0.0000000000
23220017,90,-0.0001659847,0.0000000000
23220017,91,-0.0027680000,0.0000000000
23220017,92,-0.0010820000,0.0000000000
23220018,89,-0.0100870817,0.0000000000
23220018,90,-0.0100951797,0.0000000000
23220018,91,-0.0101043154,0.0000000000
23220018,92,-0.0101142986,0.0000000000
23220019,89,-0.1644188617,-0.0540418664
23220019,90,-0.1610940453,-0.0529490521
23220019,91,-0.1577692290,-0.0518562379
23220019,92,-0.1544444126,-0.0507634236
23220020,89,-0.0005733333,0.0000000000
23220020,90,-0.0005600000,0.0000000000
23220020,91,-0.0002666667,0.0000000000
23220020,92,-0.0003600000,0.0000000000
23220021,89,0.0000000000,0.0000000000
23220021,90,0.0000000000,0.0000000000
23220021,91,0.0000000000,0.0000000000
23220021,92,0.0000000000,0.0000000000
23220022,89,0.0000000000,0.0000000000
23220022,90,0.0000000000,0.0000000000
23220022,91,-0.0002933333,0.0000000000
23220022,92,-0.0006133333,0.0000000000
23220023,89,-0.0904516315,-0.0225139555
23220023,90,-0.0893537859,-0.0221496840
23220023,91,-0.0882574180,-0.0217854126
23220023,92,-0.0871622825,-0.0214211412
23220024,89,-0.0006133333,0.0000000000
23220024,90,-0.0002000000,0.0000000000
23220024,91,-0.0005733333,0.0000000000
23220024,92,-0.0005600000,0.0000000000
23220025,89,0.0000000000,0.0000000000
23220025,90,0.0000000000,0.0000000000
23220025,91,0.0000000000,0.0000000000
23220025,92,0.0000000000,0.0000000000
23220026,89,0.0000000000,0.0000000000
23220026,90,0.0000000000,0.0000000000
23220026,91,0.0000000000,0.0000000000
23220026,92,0.0000000000,0.0000000000
23220027,89,0.0000000000,0.0000000000
23220027,90,0.0000000000,0.0000000000
23220027,91,0.0000000000,0.0000000000
23220027,92,0.0000000000,0.0000000000
23220028,89,0.0000000000,0.0000000000
23220028,90,0.0000000000,0.0000000000
23220028,91,0.0000000000,0.0000000000
23220028,92,0.0000000000,0.0000000000
23220029,89,0.0000000000,0.0000000000
23220029,90,0.0000000000,0.0000000000
23220029,91,0.0000000000,0.0000000000
23220029,92,0.0000000000,0.0000000000
23220030,89,-0.0668867313,-0.0180139555
23220030,90,-0.0657876715,-0.0176496840
23220030,91,-0.0646898812,-0.0172854126
23220030,92,-0.0635931437,-0.0169211412
23220031,89,-0.0798052588,-0.0195139555
23220031,90,-0.0787075535,-0.0191496840
23220031,91,-0.0776112932,-0.0187854126
23220031,92,-0.0830733711,-0.0184211412
23220032,89,-0.0548062872,-0.0180139555
23220032,90,-0.0536980151,-0.0176496840
23220032,91,-0.0525897430,-0.0172854126
23220032,92,-0.0514814709,-0.0169211412
23220033,89,0.0000000000,0.0000000000
23220033,90,0.0000000000,0.0000000000
23220033,91,0.0000000000,0.0000000000
23220033,92,0.0000000000,0.0000000000
23220034,89,-0.0548062872,-0.0180139555
23220034,90,-0.0536980151,-0.0176496840
23220034,91,-0.0525897430,-0.0172854126
23220034,92,-0.0514814709,-0.0169211412
23220035,89,-0.0548062872,-0.0180139555
23220035,90,-0.0536980151,-0.0176496840
23220035,91,-0.0525897430,-0.0172854126
23220035,92,-0.0514814709,-0.0169211412
23220036,89,-0.0548062872,-0.0180139555
23220036,90,-0.0536980151,-0.0176496840
23220036,91,-0.0525897430,-0.0172854126
23220036,92,-0.0514814709,-0.0169211412
23220037,89,-0.0083787776,0.0000000000
23220037,90,-0.0083855747,0.0000000000
23220037,91,-0.0083932378,0.0000000000
23220037,92,-0.0088276056,0.0000000000
23220038,89,-0.0087300000,0.0000000000
23220038,90,-0.0086900000,0.0000000000
23220038,91,-0.0090500000,0.0000000000
23220038,92,-0.0087433333,0.0000000000
23220039,89,-0.1096125744,-0.0360279109
23220039,90,-0.1073960302,-0.0352993681
23220039,91,-0.1051794860,-0.0345708252
23220039,92,-0.1029629418,-0.0338422824
23220040,89,-0.1096125744,-0.0360279109
23220040,90,-0.1073960302,-0.0352993681
23220040,91,-0.1051794860,-0.0345708252
23220040,92,-0.1029629418,-0.0338422824
23220041,89,-0.0001113333,0.0000000000
23220041,90,0.0000000000,0.0000000000
23220041,91,0.0000000000,0.0000000000
23220041,92,0.0000000000,0.0000000000
23220042,89,-0.0548062872,-0.0180139555
23220042,90,-0.0536980151,-0.0176496840
23220042,91,-0.0525897430,-0.0172854126
23220042,92,-0.0514814709,-0.0169211412
23220043,89,0.0000000000,0.0000000000
23220043,90,0.0000000000,0.0000000000
23220043,91,0.0000000000,0.0000000000
23220043,92,0.0000000000,0.0000000000
23220044,89,-0.0145036528,0.0000000000
23220044,90,-0.0145143433,0.0000000000
23220044,91,-0.0145265603,0.0000000000
23220044,92,-0.0145400532,0.0000000000
23220045,89,-0.1644188617,-0.0540418664
23220045,90,-0.1610940453,-0.0529490521
23220045,91,-0.1578209623,-0.0518562379
23220045,92,-0.1545244253,-0.0507634236
23220046,89,0.0000000000,0.0000000000
23220046,90,0.0000000000,0.0000000000
23220046,91,0.0000000000,0.0000000000
23220046,92,0.0000000000,0.0000000000
23220047,89,-0.0090788088,0.0000000000
23220047,90,-0.0090861145,0.0000000000
23220047,91,-0.0090943861,0.0000000000
23220047,92,-0.0091034480,0.0000000000
23220048,89,-0.1096125744,-0.0360279109
23220048,90,-0.1073960302,-0.0352993681
23220048,91,-0.1051794860,-0.0345708252
23220048,92,-0.1029629418,-0.0338422824
23220049,89,0.0000000000,0.0000000000
23220049,90,0.0000000000,0.0000000000
23220049,91,0.0000000000,0.0000000000
23220049,92,0.0000000000,0.0000000000
23220050,89,-0.0548062872,-0.0180139555
23220050,90,-0.0536980151,-0.0176496840
23220050,91,-0.0525897430,-0.0172854126
23220050,92,-0.0514814709,-0.0169211412
23220051,89,0.0000000000,0.0000000000
23220051,90,0.0000000000,0.0000000000
23220051,91,0.0000000000,0.0000000000
23220051,92,0.0000000000,0.0000000000
23220052,89,-0.1189225744,-0.0360279109
23220052,90,-0.1164126969,-0.0352993681
23220052,91,-0.1142894860,-0.0345708252
23220052,92,-0.1316468703,-0.0338422824
23220053,89,-0.0694932623,-0.0180139555
23220053,90,-0.0684635198,-0.0176496840
23220053,91,-0.0672018323,-0.0172854126
23220053,92,-0.0661074204,-0.0169211412
23220054,89,-0.0548062872,-0.0180139555
23220054,90,-0.0536980151,-0.0176496840
23220054,91,-0.0525897430,-0.0172854126
23220054,92,-0.0514814709,-0.0169211412
23220055,89,0.0000000000,0.0000000000
23220055,90,0.0000000000,0.0000000000
23220055,91,0.0000000000,0.0000000000
23220055,92,0.0000000000,0.0000000000
23220056,89,-0.0050000000,0.0000000000
23220056,90,-0.0050000000,0.0000000000
23220056,91,-0.0050000000,0.0000000000
23220056,92,-0.0050000000,0.0000000000
23220057,89,-0.0624483518,-0.0180139555
23220057,90,-0.0613461743,-0.0176496840
23220057,91,-0.0602447961,-0.0172854126
23220057,92,-0.0591440728,-0.0169211412
23220058,89,-0.0548062872,-0.0180139555
23220058,90,-0.0536980151,-0.0176496840
23220058,91,-0.0525897430,-0.0172854126
23220058,92,-0.0514814709,-0.0169211412
23220059,89,-0.1096125744,-0.0360279109
23220059,90,-0.1073960302,-0.0352993681
23220059,91,-0.1052312193,-0.0345708252
23220059,92,-0.1030429544,-0.0338422824
23220060,89,0.0000000000,0.0000000000
23220060,90,0.0000000000,0.0000000000
23220060,91,0.0000000000,0.0000000000
23220060,92,0.0000000000,0.0000000000
23220061,89,-0.0011333333,0.0000000000
23220061,90,-0.0008266667,0.0000000000
23220061,91,-0.0006266667,0.0000000000
23220061,92,-0.0003600000,0.0000000000
23220062,89,-0.0646789760,-0.0180139555
23220062,90,-0.0635784003,-0.0176496840
23220062,91,-0.0624788549,-0.0172854126
23220062,92,-0.0613801586,-0.0169211412
23220063,89,0.0000000000,0.0000000000
23220063,90,0.0000000000,0.0000000000
23220063,91,0.0000000000,0.0000000000
23220063,92,0.0000000000,0.0000000000
23220064,89,-0.0103479561,0.0000000000
23220064,90,-0.0103557698,0.0000000000
23220064,91,-0.0103646561,0.0000000000
23220064,92,-0.0103744328,0.0000000000
23220065,89,-0.0000984707,0.0000000000
23220065,90,-0.0001659847,0.0000000000
23220065,91,0.0000000000,0.0000000000
23220065,92,0.0000000000,0.0000000000
23220066,89,-0.0003600000,0.0000000000
23220066,90,0.0000000000,0.0000000000
23220066,91,0.0000000000,0.0000000000
23220066,92,0.0000000000,0.0000000000
23220067,89,-0.0045266667,0.0000000000
23220067,90,-0.0041666667,0.0000000000
23220067,91,-0.0041666667,0.0000000000
23220067,92,-0.0041666667,0.0000000000
23220068,89,-0.0001493333,0.0000000000
23220068,90,-0.0004260000,0.0000000000
23220068,91,-0.0004413333,0.0000000000
23220068,92,-0.0001493333,0.0000000000
23220069,89,-0.0612152006,-0.0180139555
